Food Name,Ingredients,Detected Allergens,Risk Level,Notes,Alternative Suggestions
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Chow Mein,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Idli Sambar,"Rice, Lentils, Vegetables","Vegetables, Rice",High Risk,"⚠️ High Risk: Contains Vegetables, Rice. Avoid if allergic!",
Chicken Biryani,"Rice, Chicken, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Manchow Soup,"Vegetables, Soy Sauce, Garlic",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Palak Paneer,"Spinach, Paneer, Cream","Cream, Paneer",High Risk,"⚠️ High Risk: Contains Cream, Paneer. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Beef, Tofu, Sichuan Pepper",High Risk,"⚠️ High Risk: Contains Beef, Tofu, Sichuan Pepper. Avoid if allergic!",
Tandoori Chicken,"Chicken, Yogurt, Spices","Yogurt, Chicken, Spices",High Risk,"⚠️ High Risk: Contains Yogurt, Chicken, Spices. Avoid if allergic!",
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Vegetables, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Spring Rolls,"Wheat, Vegetables, Soy Sauce",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Fish Curry,"Fish, Coconut, Spices","Coconut, Spices, Fish",High Risk,"⚠️ High Risk: Contains Coconut, Spices, Fish. Avoid if allergic!",
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices","Spices, Rice",High Risk,"⚠️ High Risk: Contains Spices, Rice. Avoid if allergic!",
Rajma Chawal,"Kidney Beans, Rice, Spices","Rice, Kidney Beans",High Risk,"⚠️ High Risk: Contains Rice, Kidney Beans. Avoid if allergic!",
Fish Curry,"Fish, Coconut, Spices",Fish,Medium Risk,⚠️ Medium Risk: Contains Fish. Avoid if allergic!,
Chicken Biryani,"Rice, Chicken, Spices","Spices, Chicken",High Risk,"⚠️ High Risk: Contains Spices, Chicken. Avoid if allergic!",
Tandoori Chicken,"Chicken, Yogurt, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Tomatoes, Lentils",High Risk,"⚠️ High Risk: Contains Tomatoes, Lentils. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Vegetables, Wheat, Soy Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Wheat, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Fish Curry,"Fish, Coconut, Spices","Spices, Fish, Coconut",High Risk,"⚠️ High Risk: Contains Spices, Fish, Coconut. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Beef, Tofu, Vegetables",High Risk,"⚠️ High Risk: Contains Beef, Tofu, Vegetables. Avoid if allergic!",
Paneer Tikka,"Paneer, Yogurt, Spices",Paneer,Medium Risk,⚠️ Medium Risk: Contains Paneer. Avoid if allergic!,
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Vegetables, Garlic",High Risk,"⚠️ High Risk: Contains Vegetables, Garlic. Avoid if allergic!",
Rasgulla,"Milk, Sugar","Sugar, Milk",High Risk,"⚠️ High Risk: Contains Sugar, Milk. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk"
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic","Cornflour, Soy Sauce, Garlic",High Risk,"⚠️ High Risk: Contains Cornflour, Soy Sauce, Garlic. Avoid if allergic!",
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Pav Bhaji,"Vegetables, Butter, Bread","Butter, Vegetables",High Risk,"⚠️ High Risk: Contains Butter, Vegetables. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Capsicum, Paneer, Soy Sauce",High Risk,"⚠️ High Risk: Contains Capsicum, Paneer, Soy Sauce. Avoid if allergic!",
Dhokla,"Chickpea Flour, Yogurt","Yogurt, Chickpea Flour",High Risk,"⚠️ High Risk: Contains Yogurt, Chickpea Flour. Avoid if allergic!",
Peanut Chikki,"Peanuts, Jaggery",Jaggery,Medium Risk,⚠️ Medium Risk: Contains Jaggery. Avoid if allergic!,
Rasgulla,"Milk, Sugar","Milk, Sugar",High Risk,"⚠️ High Risk: Contains Milk, Sugar. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk"
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Garlic, Lentils, Onions",High Risk,"⚠️ High Risk: Contains Garlic, Lentils, Onions. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Beef, Vegetables, Tofu",High Risk,"⚠️ High Risk: Contains Beef, Vegetables, Tofu. Avoid if allergic!",
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce. Avoid if allergic!",
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Rice, Vegetables, Eggs",High Risk,"⚠️ High Risk: Contains Rice, Vegetables, Eggs. Avoid if allergic!","Chia Seeds, Flaxseeds"
Chow Mein,"Wheat, Vegetables, Soy Sauce",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Idli Sambar,"Rice, Lentils, Vegetables","Vegetables, Lentils, Rice",High Risk,"⚠️ High Risk: Contains Vegetables, Lentils, Rice. Avoid if allergic!",
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Soy Sauce, Garlic, Vegetables",High Risk,"⚠️ High Risk: Contains Soy Sauce, Garlic, Vegetables. Avoid if allergic!",
Rasgulla,"Milk, Sugar","Sugar, Milk",High Risk,"⚠️ High Risk: Contains Sugar, Milk. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk"
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Garlic, Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Garlic, Vegetables, Soy Sauce. Avoid if allergic!",
Fish Curry,"Fish, Coconut, Spices","Spices, Coconut, Fish",High Risk,"⚠️ High Risk: Contains Spices, Coconut, Fish. Avoid if allergic!",
Aloo Paratha,"Wheat, Potatoes, Spices",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Spring Rolls,"Wheat, Vegetables, Soy Sauce",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Aloo Paratha,"Wheat, Potatoes, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Garlic, Tomatoes",High Risk,"⚠️ High Risk: Contains Garlic, Tomatoes. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Vegetables, Beef",High Risk,"⚠️ High Risk: Contains Vegetables, Beef. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper","Tofu, Sichuan Pepper",High Risk,"⚠️ High Risk: Contains Tofu, Sichuan Pepper. Avoid if allergic!",
Butter Naan,"Wheat, Milk, Butter, Yeast",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Chicken 65,"Chicken, Cornflour, Spices","Cornflour, Spices, Chicken",High Risk,"⚠️ High Risk: Contains Cornflour, Spices, Chicken. Avoid if allergic!",
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Palak Paneer,"Spinach, Paneer, Cream","Spinach, Paneer, Cream",High Risk,"⚠️ High Risk: Contains Spinach, Paneer, Cream. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Vegetables, Wheat",High Risk,"⚠️ High Risk: Contains Soy Sauce, Vegetables, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Aloo Paratha,"Wheat, Potatoes, Spices","Wheat, Potatoes",High Risk,"⚠️ High Risk: Contains Wheat, Potatoes. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Tandoori Chicken,"Chicken, Yogurt, Spices","Chicken, Spices",High Risk,"⚠️ High Risk: Contains Chicken, Spices. Avoid if allergic!",
Idli Sambar,"Rice, Lentils, Vegetables",Rice,Medium Risk,⚠️ Medium Risk: Contains Rice. Avoid if allergic!,
Peanut Chikki,"Peanuts, Jaggery",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Chicken Biryani,"Rice, Chicken, Spices","Rice, Chicken, Spices",High Risk,"⚠️ High Risk: Contains Rice, Chicken, Spices. Avoid if allergic!",
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Soy Sauce, Garlic",High Risk,"⚠️ High Risk: Contains Soy Sauce, Garlic. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken","Vegetables, Chicken, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Chicken, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic","Soy Sauce, Cauliflower",High Risk,"⚠️ High Risk: Contains Soy Sauce, Cauliflower. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Paneer, Capsicum",High Risk,"⚠️ High Risk: Contains Paneer, Capsicum. Avoid if allergic!",
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper","Soy Sauce, Tofu",High Risk,"⚠️ High Risk: Contains Soy Sauce, Tofu. Avoid if allergic!",
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic","Cauliflower, Soy Sauce",High Risk,"⚠️ High Risk: Contains Cauliflower, Soy Sauce. Avoid if allergic!",
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Soy Sauce, Vegetables",High Risk,"⚠️ High Risk: Contains Soy Sauce, Vegetables. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices","Cream, Paneer, Spices",High Risk,"⚠️ High Risk: Contains Cream, Paneer, Spices. Avoid if allergic!",
Masala Dosa,"Rice, Lentils, Potatoes",Potatoes,Medium Risk,⚠️ Medium Risk: Contains Potatoes. Avoid if allergic!,
Aloo Paratha,"Wheat, Potatoes, Spices",Potatoes,Medium Risk,⚠️ Medium Risk: Contains Potatoes. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices","Rice, Kidney Beans, Spices",High Risk,"⚠️ High Risk: Contains Rice, Kidney Beans, Spices. Avoid if allergic!",
Pav Bhaji,"Vegetables, Butter, Bread",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce, Vegetables",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Masala Dosa,"Rice, Lentils, Potatoes",Lentils,Medium Risk,⚠️ Medium Risk: Contains Lentils. Avoid if allergic!,
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Malai Kofta,"Paneer, Cream, Spices","Paneer, Spices, Cream",High Risk,"⚠️ High Risk: Contains Paneer, Spices, Cream. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Tofu, Beef",High Risk,"⚠️ High Risk: Contains Tofu, Beef. Avoid if allergic!",
Palak Paneer,"Spinach, Paneer, Cream",Cream,Medium Risk,⚠️ Medium Risk: Contains Cream. Avoid if allergic!,
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Vegetables, Shrimp",High Risk,"⚠️ High Risk: Contains Vegetables, Shrimp. Avoid if allergic!",
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Wheat, Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Rasgulla,"Milk, Sugar",Sugar,Medium Risk,⚠️ Medium Risk: Contains Sugar. Avoid if allergic!,
Spring Rolls,"Wheat, Vegetables, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Chow Mein,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Wheat, Vegetables",High Risk,"⚠️ High Risk: Contains Soy Sauce, Wheat, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Chicken Biryani,"Rice, Chicken, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables",Rice,Medium Risk,⚠️ Medium Risk: Contains Rice. Avoid if allergic!,
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Garlic, Soy Sauce",High Risk,"⚠️ High Risk: Contains Garlic, Soy Sauce. Avoid if allergic!",
Dhokla,"Chickpea Flour, Yogurt",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce, Vegetables",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Eggs, Rice",High Risk,"⚠️ High Risk: Contains Eggs, Rice. Avoid if allergic!","Chia Seeds, Flaxseeds"
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Soy Sauce, Chicken, Peanuts",High Risk,"⚠️ High Risk: Contains Soy Sauce, Chicken, Peanuts. Avoid if allergic!","Sunflower Butter, Almond Butter"
Pav Bhaji,"Vegetables, Butter, Bread","Vegetables, Bread",High Risk,"⚠️ High Risk: Contains Vegetables, Bread. Avoid if allergic!",
Butter Naan,"Wheat, Milk, Butter, Yeast",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Idli Sambar,"Rice, Lentils, Vegetables","Rice, Lentils",High Risk,"⚠️ High Risk: Contains Rice, Lentils. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Wheat, Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Tomatoes,Medium Risk,⚠️ Medium Risk: Contains Tomatoes. Avoid if allergic!,
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce",Duck,Medium Risk,⚠️ Medium Risk: Contains Duck. Avoid if allergic!,
Tandoori Chicken,"Chicken, Yogurt, Spices","Spices, Chicken, Yogurt",High Risk,"⚠️ High Risk: Contains Spices, Chicken, Yogurt. Avoid if allergic!",
Pav Bhaji,"Vegetables, Butter, Bread","Vegetables, Bread",High Risk,"⚠️ High Risk: Contains Vegetables, Bread. Avoid if allergic!",
Chow Mein,"Wheat, Vegetables, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Idli Sambar,"Rice, Lentils, Vegetables","Lentils, Rice",High Risk,"⚠️ High Risk: Contains Lentils, Rice. Avoid if allergic!",
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic",Cauliflower,Medium Risk,⚠️ Medium Risk: Contains Cauliflower. Avoid if allergic!,
Fried Wontons,"Wheat, Vegetables, Soy Sauce",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices","Spices, Kidney Beans, Rice",High Risk,"⚠️ High Risk: Contains Spices, Kidney Beans, Rice. Avoid if allergic!",
Idli Sambar,"Rice, Lentils, Vegetables","Lentils, Rice, Vegetables",High Risk,"⚠️ High Risk: Contains Lentils, Rice, Vegetables. Avoid if allergic!",
Tandoori Chicken,"Chicken, Yogurt, Spices","Yogurt, Chicken, Spices",High Risk,"⚠️ High Risk: Contains Yogurt, Chicken, Spices. Avoid if allergic!",
Butter Naan,"Wheat, Milk, Butter, Yeast","Wheat, Milk, Butter",High Risk,"⚠️ High Risk: Contains Wheat, Milk, Butter. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Fish Curry,"Fish, Coconut, Spices","Spices, Fish",High Risk,"⚠️ High Risk: Contains Spices, Fish. Avoid if allergic!",
Peanut Chikki,"Peanuts, Jaggery",Jaggery,Medium Risk,⚠️ Medium Risk: Contains Jaggery. Avoid if allergic!,
Fish Curry,"Fish, Coconut, Spices","Coconut, Fish, Spices",High Risk,"⚠️ High Risk: Contains Coconut, Fish, Spices. Avoid if allergic!",
Aloo Paratha,"Wheat, Potatoes, Spices","Wheat, Spices",High Risk,"⚠️ High Risk: Contains Wheat, Spices. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Vegetables, Eggs, Rice",High Risk,"⚠️ High Risk: Contains Vegetables, Eggs, Rice. Avoid if allergic!","Chia Seeds, Flaxseeds"
Peanut Chikki,"Peanuts, Jaggery","Jaggery, Peanuts",High Risk,"⚠️ High Risk: Contains Jaggery, Peanuts. Avoid if allergic!","Sunflower Butter, Almond Butter"
Rajma Chawal,"Kidney Beans, Rice, Spices","Rice, Kidney Beans, Spices",High Risk,"⚠️ High Risk: Contains Rice, Kidney Beans, Spices. Avoid if allergic!",
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Chicken, Soy Sauce",High Risk,"⚠️ High Risk: Contains Chicken, Soy Sauce. Avoid if allergic!",
Chicken 65,"Chicken, Cornflour, Spices","Cornflour, Chicken",High Risk,"⚠️ High Risk: Contains Cornflour, Chicken. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices","Paneer, Cream, Spices",High Risk,"⚠️ High Risk: Contains Paneer, Cream, Spices. Avoid if allergic!",
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic","Cauliflower, Cornflour",High Risk,"⚠️ High Risk: Contains Cauliflower, Cornflour. Avoid if allergic!",
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper",Tofu,Medium Risk,⚠️ Medium Risk: Contains Tofu. Avoid if allergic!,
Chicken Biryani,"Rice, Chicken, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Malai Kofta,"Paneer, Cream, Spices",Paneer,Medium Risk,⚠️ Medium Risk: Contains Paneer. Avoid if allergic!,
Masala Dosa,"Rice, Lentils, Potatoes","Potatoes, Lentils",High Risk,"⚠️ High Risk: Contains Potatoes, Lentils. Avoid if allergic!",
Tandoori Chicken,"Chicken, Yogurt, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Masala Dosa,"Rice, Lentils, Potatoes",Lentils,Medium Risk,⚠️ Medium Risk: Contains Lentils. Avoid if allergic!,
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Onions,Medium Risk,⚠️ Medium Risk: Contains Onions. Avoid if allergic!,
Tandoori Chicken,"Chicken, Yogurt, Spices","Spices, Chicken",High Risk,"⚠️ High Risk: Contains Spices, Chicken. Avoid if allergic!",
Peanut Chikki,"Peanuts, Jaggery","Jaggery, Peanuts",High Risk,"⚠️ High Risk: Contains Jaggery, Peanuts. Avoid if allergic!","Sunflower Butter, Almond Butter"
Chow Mein,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Rajma Chawal,"Kidney Beans, Rice, Spices",Rice,Medium Risk,⚠️ Medium Risk: Contains Rice. Avoid if allergic!,
Tandoori Chicken,"Chicken, Yogurt, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Malai Kofta,"Paneer, Cream, Spices","Paneer, Cream, Spices",High Risk,"⚠️ High Risk: Contains Paneer, Cream, Spices. Avoid if allergic!",
Tandoori Chicken,"Chicken, Yogurt, Spices","Spices, Yogurt, Chicken",High Risk,"⚠️ High Risk: Contains Spices, Yogurt, Chicken. Avoid if allergic!",
Aloo Paratha,"Wheat, Potatoes, Spices",Potatoes,Medium Risk,⚠️ Medium Risk: Contains Potatoes. Avoid if allergic!,
Dhokla,"Chickpea Flour, Yogurt","Yogurt, Chickpea Flour",High Risk,"⚠️ High Risk: Contains Yogurt, Chickpea Flour. Avoid if allergic!",
Masala Dosa,"Rice, Lentils, Potatoes",Potatoes,Medium Risk,⚠️ Medium Risk: Contains Potatoes. Avoid if allergic!,
Peanut Chikki,"Peanuts, Jaggery",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce. Avoid if allergic!",
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Fish Curry,"Fish, Coconut, Spices","Spices, Fish",High Risk,"⚠️ High Risk: Contains Spices, Fish. Avoid if allergic!",
Fish Curry,"Fish, Coconut, Spices",Fish,Medium Risk,⚠️ Medium Risk: Contains Fish. Avoid if allergic!,
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper","Soy Sauce, Sichuan Pepper",High Risk,"⚠️ High Risk: Contains Soy Sauce, Sichuan Pepper. Avoid if allergic!",
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Vegetables, Schezwan Sauce, Rice",High Risk,"⚠️ High Risk: Contains Vegetables, Schezwan Sauce, Rice. Avoid if allergic!",
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper",Tofu,Medium Risk,⚠️ Medium Risk: Contains Tofu. Avoid if allergic!,
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Tomatoes, Garlic",High Risk,"⚠️ High Risk: Contains Tomatoes, Garlic. Avoid if allergic!",
Chicken 65,"Chicken, Cornflour, Spices",Cornflour,Medium Risk,⚠️ Medium Risk: Contains Cornflour. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices","Rice, Spices, Kidney Beans",High Risk,"⚠️ High Risk: Contains Rice, Spices, Kidney Beans. Avoid if allergic!",
