Food Name,Ingredients,Detected Allergens,Risk Level,Notes,Alternative Suggestions
Dhokla,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Dal Tadka,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Sichuan Hot Pot,"Tree Nuts, Shellfish, Milk","Tree Nuts, Shellfish, Milk",High Risk,"⚠️ High Risk: Contains Tree Nuts, Shellfish, Milk. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk"
Veg Hakka Noodles,"Milk, Tree Nuts, Gluten","Milk, Tree Nuts, Gluten",High Risk,"⚠️ High Risk: Contains Milk, Tree Nuts, Gluten. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Seeds (Sunflower, Pumpkin), Gluten-Free Wrap, Rice Paper"
Spring Rolls,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Mapo Tofu,"Wheat, Gluten, Tree Nuts","Wheat, Gluten, Tree Nuts",High Risk,"⚠️ High Risk: Contains Wheat, Gluten, Tree Nuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin)"
Fish Curry,"Milk, Soy","Milk, Soy",High Risk,"⚠️ High Risk: Contains Milk, Soy. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Coconut Aminos, Tamari Sauce"
Peanut Chikki,"Soy, Shellfish","Soy, Shellfish",High Risk,"⚠️ High Risk: Contains Soy, Shellfish. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Mushrooms, Tofu"
Fish Curry,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Kung Pao Chicken,"Peanuts, Shellfish, Gluten","Peanuts, Shellfish, Gluten",High Risk,"⚠️ High Risk: Contains Peanuts, Shellfish, Gluten. Avoid if allergic!","Sunflower Butter, Almond Butter, Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper"
Fish Curry,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Fried Wontons,"Peanuts, Shellfish, Milk","Peanuts, Shellfish, Milk",High Risk,"⚠️ High Risk: Contains Peanuts, Shellfish, Milk. Avoid if allergic!","Sunflower Butter, Almond Butter, Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk"
Sichuan Hot Pot,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Sichuan Hot Pot,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Chow Mein,"Shellfish, Peanuts","Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Butter Naan,"Wheat, Soy, Tree Nuts","Wheat, Soy, Tree Nuts",High Risk,"⚠️ High Risk: Contains Wheat, Soy, Tree Nuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin)"
Mapo Tofu,"Gluten, Tree Nuts, Peanuts","Gluten, Tree Nuts, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Tree Nuts, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter"
Momos,"Gluten, Tree Nuts","Gluten, Tree Nuts",High Risk,"⚠️ High Risk: Contains Gluten, Tree Nuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin)"
Shrimp Fried Rice,"Eggs, Tree Nuts, Wheat","Eggs, Tree Nuts, Wheat",High Risk,"⚠️ High Risk: Contains Eggs, Tree Nuts, Wheat. Avoid if allergic!","Chia Seeds, Flaxseeds, Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour"
Peanut Chikki,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Peking Duck,"Wheat, Eggs, Shellfish","Wheat, Eggs, Shellfish",High Risk,"⚠️ High Risk: Contains Wheat, Eggs, Shellfish. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Chia Seeds, Flaxseeds, Mushrooms, Tofu"
Chow Mein,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Palak Paneer,"Gluten, Peanuts, Shellfish","Gluten, Peanuts, Shellfish",High Risk,"⚠️ High Risk: Contains Gluten, Peanuts, Shellfish. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter, Mushrooms, Tofu"
Sichuan Hot Pot,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Dal Tadka,"Shellfish, Gluten","Shellfish, Gluten",High Risk,"⚠️ High Risk: Contains Shellfish, Gluten. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper"
Paneer Tikka,"Shellfish, Gluten, Peanuts","Shellfish, Gluten, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Gluten, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter"
Schezwan Fried Rice,"Gluten, Peanuts, Milk","Gluten, Peanuts, Milk",High Risk,"⚠️ High Risk: Contains Gluten, Peanuts, Milk. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk"
Aloo Paratha,"Eggs, Wheat, Soy","Eggs, Wheat, Soy",High Risk,"⚠️ High Risk: Contains Eggs, Wheat, Soy. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce"
Dal Tadka,"Shellfish, Tree Nuts, Milk","Shellfish, Tree Nuts, Milk",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts, Milk. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin), Almond Milk, Cashew Cream, Soy Milk"
Kung Pao Chicken,"Tree Nuts, Milk","Tree Nuts, Milk",High Risk,"⚠️ High Risk: Contains Tree Nuts, Milk. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Almond Milk, Cashew Cream, Soy Milk"
Chicken Biryani,"Milk, Tree Nuts","Milk, Tree Nuts",High Risk,"⚠️ High Risk: Contains Milk, Tree Nuts. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Seeds (Sunflower, Pumpkin)"
Chow Mein,"Tree Nuts, Eggs, Milk","Tree Nuts, Eggs, Milk",High Risk,"⚠️ High Risk: Contains Tree Nuts, Eggs, Milk. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk"
Chilli Paneer,"Wheat, Shellfish, Eggs","Wheat, Shellfish, Eggs",High Risk,"⚠️ High Risk: Contains Wheat, Shellfish, Eggs. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Mushrooms, Tofu, Chia Seeds, Flaxseeds"
Momos,"Gluten, Wheat","Gluten, Wheat",High Risk,"⚠️ High Risk: Contains Gluten, Wheat. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour"
Aloo Paratha,"Eggs, Peanuts","Eggs, Peanuts",High Risk,"⚠️ High Risk: Contains Eggs, Peanuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Sunflower Butter, Almond Butter"
Tandoori Chicken,"Milk, Gluten, Peanuts","Milk, Gluten, Peanuts",High Risk,"⚠️ High Risk: Contains Milk, Gluten, Peanuts. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter"
Shrimp Fried Rice,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Chicken Biryani,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Paneer Tikka,"Shellfish, Peanuts","Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Dhokla,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Rasgulla,"Shellfish, Wheat","Shellfish, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Wheat. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Flour, Rice Flour"
Manchow Soup,"Tree Nuts, Eggs","Tree Nuts, Eggs",High Risk,"⚠️ High Risk: Contains Tree Nuts, Eggs. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Chia Seeds, Flaxseeds"
Chow Mein,"Peanuts, Milk, Gluten","Peanuts, Milk, Gluten",High Risk,"⚠️ High Risk: Contains Peanuts, Milk, Gluten. Avoid if allergic!","Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper"
Manchow Soup,"Eggs, Soy","Eggs, Soy",High Risk,"⚠️ High Risk: Contains Eggs, Soy. Avoid if allergic!","Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce"
Dhokla,"Gluten, Soy","Gluten, Soy",High Risk,"⚠️ High Risk: Contains Gluten, Soy. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce"
Schezwan Fried Rice,"Soy, Gluten","Soy, Gluten",High Risk,"⚠️ High Risk: Contains Soy, Gluten. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Wrap, Rice Paper"
Schezwan Fried Rice,"Tree Nuts, Milk, Soy","Tree Nuts, Milk, Soy",High Risk,"⚠️ High Risk: Contains Tree Nuts, Milk, Soy. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Almond Milk, Cashew Cream, Soy Milk, Coconut Aminos, Tamari Sauce"
Dal Tadka,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Peking Duck,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Chilli Paneer,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Tandoori Chicken,"Gluten, Shellfish, Peanuts","Gluten, Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Shellfish, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Spring Rolls,"Peanuts, Eggs, Wheat","Peanuts, Eggs, Wheat",High Risk,"⚠️ High Risk: Contains Peanuts, Eggs, Wheat. Avoid if allergic!","Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds, Gluten-Free Flour, Rice Flour"
Peking Duck,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Momos,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Chicken Biryani,"Gluten, Wheat, Milk","Gluten, Wheat, Milk",High Risk,"⚠️ High Risk: Contains Gluten, Wheat, Milk. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Chicken 65,"Soy, Gluten","Soy, Gluten",High Risk,"⚠️ High Risk: Contains Soy, Gluten. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Wrap, Rice Paper"
Rajma Chawal,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Dal Tadka,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Malai Kofta,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Aloo Paratha,"Shellfish, Tree Nuts, Peanuts","Shellfish, Tree Nuts, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter"
Kung Pao Chicken,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Palak Paneer,"Tree Nuts, Eggs, Shellfish","Tree Nuts, Eggs, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Eggs, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Chia Seeds, Flaxseeds, Mushrooms, Tofu"
Butter Naan,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Paneer Tikka,"Gluten, Shellfish","Gluten, Shellfish",High Risk,"⚠️ High Risk: Contains Gluten, Shellfish. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu"
Peanut Chikki,"Tree Nuts, Wheat","Tree Nuts, Wheat",High Risk,"⚠️ High Risk: Contains Tree Nuts, Wheat. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour"
Chicken Biryani,"Gluten, Eggs, Peanuts","Gluten, Eggs, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Eggs, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Chia Seeds, Flaxseeds, Sunflower Butter, Almond Butter"
Chicken 65,"Peanuts, Wheat","Peanuts, Wheat",High Risk,"⚠️ High Risk: Contains Peanuts, Wheat. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour"
Rajma Chawal,"Wheat, Milk","Wheat, Milk",High Risk,"⚠️ High Risk: Contains Wheat, Milk. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Gobi Manchurian,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Rajma Chawal,"Soy, Eggs, Milk","Soy, Eggs, Milk",High Risk,"⚠️ High Risk: Contains Soy, Eggs, Milk. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk"
Gobi Manchurian,"Eggs, Milk, Gluten","Eggs, Milk, Gluten",High Risk,"⚠️ High Risk: Contains Eggs, Milk, Gluten. Avoid if allergic!","Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper"
Malai Kofta,"Wheat, Soy","Wheat, Soy",High Risk,"⚠️ High Risk: Contains Wheat, Soy. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce"
Fried Wontons,"Milk, Wheat","Milk, Wheat",High Risk,"⚠️ High Risk: Contains Milk, Wheat. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Chilli Paneer,"Eggs, Gluten, Wheat","Eggs, Gluten, Wheat",High Risk,"⚠️ High Risk: Contains Eggs, Gluten, Wheat. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour"
Chow Mein,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Momos,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Sichuan Hot Pot,"Gluten, Wheat, Soy","Gluten, Wheat, Soy",High Risk,"⚠️ High Risk: Contains Gluten, Wheat, Soy. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce"
Kung Pao Chicken,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Mapo Tofu,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Mapo Tofu,"Wheat, Shellfish","Wheat, Shellfish",High Risk,"⚠️ High Risk: Contains Wheat, Shellfish. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Mushrooms, Tofu"
Gobi Manchurian,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Manchow Soup,"Soy, Tree Nuts, Eggs","Soy, Tree Nuts, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Tree Nuts, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin), Chia Seeds, Flaxseeds"
Sichuan Hot Pot,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Mapo Tofu,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Rasgulla,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Aloo Paratha,"Soy, Tree Nuts","Soy, Tree Nuts",High Risk,"⚠️ High Risk: Contains Soy, Tree Nuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin)"
Tandoori Chicken,"Tree Nuts, Gluten, Peanuts","Tree Nuts, Gluten, Peanuts",High Risk,"⚠️ High Risk: Contains Tree Nuts, Gluten, Peanuts. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter"
Butter Naan,"Wheat, Peanuts","Wheat, Peanuts",High Risk,"⚠️ High Risk: Contains Wheat, Peanuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter"
Schezwan Fried Rice,"Wheat, Tree Nuts","Wheat, Tree Nuts",High Risk,"⚠️ High Risk: Contains Wheat, Tree Nuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Seeds (Sunflower, Pumpkin)"
Gobi Manchurian,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Kung Pao Chicken,"Soy, Milk, Eggs","Soy, Milk, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Milk, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Almond Milk, Cashew Cream, Soy Milk, Chia Seeds, Flaxseeds"
Rasgulla,"Eggs, Milk, Tree Nuts","Eggs, Milk, Tree Nuts",High Risk,"⚠️ High Risk: Contains Eggs, Milk, Tree Nuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk, Seeds (Sunflower, Pumpkin)"
Veg Hakka Noodles,"Milk, Tree Nuts","Milk, Tree Nuts",High Risk,"⚠️ High Risk: Contains Milk, Tree Nuts. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Seeds (Sunflower, Pumpkin)"
Rasgulla,"Soy, Gluten","Soy, Gluten",High Risk,"⚠️ High Risk: Contains Soy, Gluten. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Wrap, Rice Paper"
Spring Rolls,"Tree Nuts, Peanuts, Milk","Tree Nuts, Peanuts, Milk",High Risk,"⚠️ High Risk: Contains Tree Nuts, Peanuts, Milk. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk"
Chow Mein,"Eggs, Gluten, Tree Nuts","Eggs, Gluten, Tree Nuts",High Risk,"⚠️ High Risk: Contains Eggs, Gluten, Tree Nuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin)"
Shrimp Fried Rice,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Aloo Paratha,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Rajma Chawal,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Dhokla,"Soy, Peanuts","Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Peanut Chikki,"Gluten, Soy, Tree Nuts","Gluten, Soy, Tree Nuts",High Risk,"⚠️ High Risk: Contains Gluten, Soy, Tree Nuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin)"
Veg Hakka Noodles,"Soy, Shellfish, Gluten","Soy, Shellfish, Gluten",High Risk,"⚠️ High Risk: Contains Soy, Shellfish, Gluten. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper"
Dal Tadka,"Gluten, Wheat, Shellfish","Gluten, Wheat, Shellfish",High Risk,"⚠️ High Risk: Contains Gluten, Wheat, Shellfish. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour, Mushrooms, Tofu"
Chicken 65,"Eggs, Shellfish","Eggs, Shellfish",High Risk,"⚠️ High Risk: Contains Eggs, Shellfish. Avoid if allergic!","Chia Seeds, Flaxseeds, Mushrooms, Tofu"
Palak Paneer,"Eggs, Shellfish","Eggs, Shellfish",High Risk,"⚠️ High Risk: Contains Eggs, Shellfish. Avoid if allergic!","Chia Seeds, Flaxseeds, Mushrooms, Tofu"
Fried Wontons,"Gluten, Shellfish","Gluten, Shellfish",High Risk,"⚠️ High Risk: Contains Gluten, Shellfish. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu"
Pav Bhaji,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Dal Tadka,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Rasgulla,"Gluten, Eggs","Gluten, Eggs",High Risk,"⚠️ High Risk: Contains Gluten, Eggs. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Chia Seeds, Flaxseeds"
Gobi Manchurian,"Soy, Tree Nuts, Peanuts","Soy, Tree Nuts, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Tree Nuts, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter"
Masala Dosa,"Tree Nuts, Shellfish","Tree Nuts, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Mushrooms, Tofu"
Paneer Tikka,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Malai Kofta,"Gluten, Peanuts","Gluten, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter"
Mapo Tofu,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Sichuan Hot Pot,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Peanut Chikki,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Chicken 65,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Pav Bhaji,"Wheat, Peanuts","Wheat, Peanuts",High Risk,"⚠️ High Risk: Contains Wheat, Peanuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter"
Paneer Tikka,"Eggs, Tree Nuts, Peanuts","Eggs, Tree Nuts, Peanuts",High Risk,"⚠️ High Risk: Contains Eggs, Tree Nuts, Peanuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter"
Schezwan Fried Rice,"Milk, Tree Nuts, Soy","Milk, Tree Nuts, Soy",High Risk,"⚠️ High Risk: Contains Milk, Tree Nuts, Soy. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce"
Palak Paneer,"Milk, Peanuts, Soy","Milk, Peanuts, Soy",High Risk,"⚠️ High Risk: Contains Milk, Peanuts, Soy. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce"
Butter Naan,"Peanuts, Wheat","Peanuts, Wheat",High Risk,"⚠️ High Risk: Contains Peanuts, Wheat. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour"
Spring Rolls,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Schezwan Fried Rice,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
